id,accession_number,artist,artistId,title,dateText,creditLine,year,dimensions,width,height,depth,units,inscription,thumbnailUrl
1740,A00105,"Burne-Jones, Sir Edward Coley, Bt",68,Composition Study for 'Clerk Saunders',c.1861,Bequeathed by J.R. Holliday 1927,1861,support: 403 x 185 mm,403,185,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00105_8.jpg
1741,A00106,"Burne-Jones, Sir Edward Coley, Bt",68,Head of a Man,c.1861,Bequeathed by J.R. Holliday 1927,1861,support: 114 x 130 mm,114,130,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00106_8.jpg
20233,A00107,"Burne-Jones, Sir Edward Coley, Bt",68,Study for Tile of the 'Story of Beauty and the Beast'. Verso: Study for 'Wine of Circe',"c.1862, c.1863",Bequeathed by J.R. Holliday 1927,1862,image: 258 x 178 mm,258,178,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00107_8.jpg
1742,A00108,"Burne-Jones, Sir Edward Coley, Bt",68,Study for 'Pluto and Proserpine Listening to the Music of Orpheus',c.1875,Bequeathed by J.R. Holliday 1927,1875,support: 229 x 304 mm,229,304,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00108_8.jpg
1743,A00109,"Burne-Jones, Sir Edward Coley, Bt",68,Sketch of Two Seated Figures: 'Chant d'Amour',c.1862-5,Bequeathed by J.R. Holliday 1927,1862,support: 190 x 303 mm,190,303,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00109_8.jpg
1744,A00110,"Burne-Jones, Sir Edward Coley, Bt",68,Sketch of Two Seated Figures for ?'The Backgammon Players',?c.1861,Bequeathed by J.R. Holliday 1927,1861,support: 210 x 225 mm,210,225,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00110_8.jpg
1118,A00111,"Blake, William",39,Frontispiece: Thenot and Colinet,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 62 x 84 mm,62,84,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00111_8.jpg
19411,A00112,"Blake, William",39,Thenot Remonstrates with Colinet,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 38 x 74 mm,38,74,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00112_8.jpg
19412,A00113,"Blake, William",39,Thenot and Colinet Converse Seated between Two Trees,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 33 x 75 mm,33,75,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00113_8.jpg
19413,A00114,"Blake, William",39,Thenot Remonstrates with Colinet; Lightfoot in the Distance,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 33 x 73 mm,33,73,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00114_8.jpg
19414,A00115,"Blake, William",39,"Thenot, with Colinet Waving his Arms in Sorrow",1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 36 x 73 mm,36,73,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00115_8.jpg
19415,A00116,"Blake, William",39,The Blighted Corn,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 34 x 73 mm,34,73,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00116_8.jpg
19416,A00117,"Blake, William",39,"'Nor Fox, nor Wolf, nor Rat among our Sheep'",1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 35 x 73 mm,35,73,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00117_8.jpg
19417,A00118,"Blake, William",39,Sabrina's Silvery Flood,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 33 x 72 mm,33,72,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00118_8.jpg
19418,A00119,"Blake, William",39,Colinet's 'Fond Desire Strange Lands to Know',1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 37 x 74 mm,37,74,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00119_8.jpg
19419,A00120,"Blake, William",39,'A Rolling Stone is ever Bare of Moss',1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 33 x 77 mm,33,77,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00120_8.jpg
19420,A00121,"Blake, William",39,Colinet Rests by a Stream at Night,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 33 x 75 mm,33,75,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00121_8.jpg
19421,A00122,"Blake, William",39,"Colinet with his Shepherd's Pipe, Mocked by Two Boys",1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 36 x 77 mm,36,77,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00122_8.jpg
19422,A00123,"Blake, William",39,'For him Our Yearly Wakes and Feasts We Hold',1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 35 x 75 mm,35,75,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00123_8.jpg
19423,A00124,"Blake, William",39,Thenot and Colinet Folding their Flocks together at Sunset,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 36 x 76 mm,36,76,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00124_8.jpg
19424,A00125,"Blake, William",39,Thenot and Colinet at Supper,1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 35 x 76 mm,35,76,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00125_8.jpg
19425,A00126,"Blake, William",39,'With Songs the Jovial Hinds Return from Plow',1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 35 x 75 mm,35,75,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00126_8.jpg
19426,A00127,"Blake, William",39,"'And Unyok'd Heifers, Loitering Homeward, Low'",1821/c.1830,Presented by Herbert Linnell 1924,1821,image: 33 x 77 mm,33,77,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00127_8.jpg
1762,A00128,"Burne-Jones, Sir Edward Coley, Bt",68,Studies for a Nativity,,Bequeathed by J.R. Holliday 1927,,support: 137 x 98 mm,137,98,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00128_8.jpg
1763,A00129,"Burne-Jones, Sir Edward Coley, Bt",68,Design for a Window: Ethelbert,,Bequeathed by J.R. Holliday 1927,,support: 343 x 216 mm,343,216,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00129_8.jpg
1764,A00130,"Burne-Jones, Sir Edward Coley, Bt",68,Design for a Window: St James the Greater,,Bequeathed by J.R. Holliday 1927,,support: 311 x 235 mm,311,235,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00130_8.jpg
1915,A00131,"Callow, William",79,Frankfurt,1840,Purchased 1912,1840,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00131_8.jpg
1916,A00132,"Callow, William",79,"Frauenkirche, Nuremberg",1846,Purchased 1912,1846,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00132_8.jpg
1917,A00133,"Callow, William",79,Giessen,1871,Purchased 1912,1871,support: 248 x 346 mm,248,346,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00133_8.jpg
1918,A00134,"Callow, William",79,Prague,1874,Purchased 1912,1874,support: 248 x 346 mm,248,346,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00134_8.jpg
1919,A00135,"Callow, William",79,"Frauenkirche, Prague",1874,Purchased 1912,1874,support: 248 x 349 mm,248,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00135_8.jpg
1920,A00136,"Callow, William",79,Cochem,1860,Purchased 1912,1860,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00136_8.jpg
1921,A00137,"Callow, William",79,"Maximilianstrasse, Augsburg",,Purchased 1912,,support: 264 x 365 mm,264,365,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00137_8.jpg
1922,A00138,"Callow, William",79,"Haupt Markt and St Sebald, Nuremberg",1846,Purchased 1912,1846,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00138_8.jpg
1923,A00139,"Callow, William",79,"Markt, Coburg",1863,Purchased 1912,1863,support: 248 x 349 mm,248,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00139_8.jpg
1924,A00140,"Callow, William",79,Coburg,1863,Purchased 1912,1863,support: 254 x 349 mm,254,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00140_8.jpg
1925,A00141,"Callow, William",79,Frankfurt,1846,Purchased 1912,1846,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00141_8.jpg
1926,A00142,"Callow, William",79,"Rathaus, Hanover",1852,Purchased 1912,1852,support: 254 x 337 mm,254,337,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00142_8.jpg
1927,A00143,"Callow, William",79,"Unidentified Market Place, ? Lubeck or Leipzig",1852,Purchased 1912,1852,support: 254 x 349 mm,254,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00143_8.jpg
1928,A00144,"Callow, William",79,"Royal Palace, Dresden",1852,Purchased 1912,1852,support: 254 x 349 mm,254,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00144_8.jpg
1929,A00145,"Callow, William",79,"Rathaus, Gotha",1852,Purchased 1912,1852,support: 254 x 349 mm,254,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00145_8.jpg
1930,A00146,"Callow, William",79,"Rathaus, Eisenach",1852,Purchased 1912,1852,support: 254 x 349 mm,254,349,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00146_8.jpg
1931,A00147,"Callow, William",79,Quai on the Moselle,1860,Purchased 1912,1860,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00147_8.jpg
1932,A00148,"Callow, William",79,"Place St Pharailde, Ghent",1850,Purchased 1912,1850,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00148_8.jpg
1933,A00149,"Callow, William",79,"Vegetable Market, Ghent",,Purchased 1912,,support: 264 x 365 mm,264,365,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00149_8.jpg
1934,A00150,"Callow, William",79,Rotterdam,1845,Purchased 1912,1845,support: 264 x 362 mm,264,362,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00150_8.jpg
1935,A00151,"Callow, William",79,Namur,1844,Purchased 1912,1844,support: 254 x 362 mm,254,362,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00151_8.jpg
1936,A00152,"Callow, William",79,"St Paul, Antwerp",1844,Purchased 1912,1844,support: 254 x 362 mm,254,362,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00152_8.jpg
1937,A00153,"Callow, William",79,"Old Palais de Justice, Malines",1850,Purchased 1912,1850,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00153_8.jpg
1938,A00154,"Callow, William",79,"St Michael and Belfry, Ghent",1844,Purchased 1912,1844,support: 254 x 362 mm,254,362,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00154_8.jpg
1939,A00155,"Callow, William",79,Botzen,1846,Purchased 1912,1846,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00155_8.jpg
1940,A00156,"Callow, William",79,Innsbruck,1846,Purchased 1912,1846,support: 264 x 365 mm,264,365,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00156_8.jpg
1944,A00157,"Calvert, Edward",81,The Bride,1828,Presented by S. Calvert 1912,1828,image: 76 x 127 mm,76,127,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00157_8.jpg
1945,A00158,"Calvert, Edward",81,The Sheep of his Pasture,c.1828,Presented by S. Calvert 1912,1828,image: 41 x 76 mm,41,76,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00158_8.jpg
1946,A00159,"Calvert, Edward",81,The Ploughman,1827,Presented by S. Calvert 1912,1827,image: 83 x 130 mm,83,130,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00159_8.jpg
1947,A00160,"Calvert, Edward",81,The Brook,1829,Presented by S. Calvert 1912,1829,image: 51 x 89 mm,51,89,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00160_8.jpg
1948,A00161,"Calvert, Edward",81,The Chamber Idyll,1831,Presented by S. Calvert 1912,1831,image: 41 x 76 mm,41,76,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00161_8.jpg
1949,A00162,"Calvert, Edward",81,The Cyder Feast,1828,Presented by S. Calvert 1912,1828,image: 76 x 127 mm,76,127,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00162_8.jpg
1950,A00163,"Calvert, Edward",81,The Lady and the Rooks,1829,Presented by S. Calvert 1912,1829,image: 41 x 76 mm,41,76,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00163_8.jpg
1951,A00164,"Calvert, Edward",81,The Return Home,1830,Presented by S. Calvert 1912,1830,image: 41 x 76 mm,41,76,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00164_8.jpg
1952,A00165,"Calvert, Edward",81,"The Bacchante, engraved by Welby Sherman",c.1825,Presented by S. Calvert 1912,1825,image: 89 x 51 mm,89,51,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00165_8.jpg
1953,A00166,"Calvert, Edward",81,The Flood,1829,Presented by S. Calvert 1912,1829,image: 41 x 76 mm,41,76,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00166_8.jpg
1954,A00167,"Calvert, Edward",81,Ideal Pastoral Life,1829,Presented by S. Calvert 1912,1829,image: 41 x 76 mm,41,76,,mm,date inscribed,http://www.tate.org.uk/art/images/work/A/A00/A00167_8.jpg
2838,A00168,"Cox, David",117,Windmill. Verso: Foliage (?),,Bequeathed by J.R. Holliday 1927,,support: 102 x 178 mm,102,178,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00168_8.jpg
2858,A00169,"Cox, David",117,Horse and Barge. Verso: tracing of horse from recto,,Bequeathed by J.R. Holliday 1927,,support: 102 x 140 mm,102,140,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00169_8.jpg
2839,A00170,"Cox, David",117,Horse's Head,,Bequeathed by J.R. Holliday 1927,,support: 149 x 83 mm,149,83,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00170_8.jpg
2840,A00171,"Cox, David",117,Head and Shoulders of a Horse,,Bequeathed by J.R. Holliday 1927,,support: 152 x 73 mm,152,73,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00171_8.jpg
2841,A00172,"Cox, David",117,Two Naval Pensioners with Shipping Behind,,Bequeathed by J.R. Holliday 1927,,support: 124 x 79 mm,124,79,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00172_8.jpg
2842,A00173,"Cox, David",117,Seated Naval Pensioner. Verso: indecipherable sketch,,Bequeathed by J.R. Holliday 1927,,support: 83 x 67 mm,83,67,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00173_8.jpg
2843,A00174,"Cox, David",117,Two Naval Pensioners. Verso: traces of pencil drawing,,Bequeathed by J.R. Holliday 1927,,support: 83 x 79 mm,83,79,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00174_8.jpg
2844,A00175,"Cox, David",117,Naval Pensioner,,Bequeathed by J.R. Holliday 1927,,support: 86 x 48 mm,86,48,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00175_8.jpg
2845,A00176,"Cox, David",117,Bridge and Castle,,Bequeathed by J.R. Holliday 1927,,support: 76 x 114 mm,76,114,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00176_8.jpg
2846,A00177,"Cox, David",117,Caernarvon Castle,,Bequeathed by J.R. Holliday 1927,,support: 86 x 222 mm,86,222,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00177_8.jpg
2847,A00178,"Cox, David",117,Landscape,,Bequeathed by J.R. Holliday 1927,,support: 105 x 143 mm,105,143,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00178_8.jpg
2848,A00179,"Cox, David",117,Landscape with Flock of Sheep,,Bequeathed by J.R. Holliday 1927,,support: 108 x 162 mm,108,162,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00179_8.jpg
2849,A00180,"Cox, David",117,Open Landscape,,Bequeathed by J.R. Holliday 1927,,support: 137 x 184 mm,137,184,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00180_8.jpg
2850,A00181,"Cox, David",117,A Bridge,,Bequeathed by J.R. Holliday 1927,,support: 102 x 152 mm,102,152,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00181_8.jpg
2851,A00182,"Cox, David",117,Landscape with Windmill and Man Ploughing,,Bequeathed by J.R. Holliday 1927,,support: 105 x 165 mm,105,165,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00182_8.jpg
2852,A00183,"Cox, David",117,Landscape with Windmill,,Bequeathed by J.R. Holliday 1927,,support: 108 x 156 mm,108,156,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00183_8.jpg
2853,A00184,"Cox, David",117,Landscape,,Bequeathed by J.R. Holliday 1927,,support: 63 x 92 mm,63,92,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00184_8.jpg
2854,A00185,"Cox, David",117,Sketch for 'Crossing Lancaster Sands',,Bequeathed by J.R. Holliday 1927,,support: 63 x 95 mm,63,95,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00185_8.jpg
2855,A00186,"Cox, David",117,Costume Study: Peasant Woman,,Bequeathed by J.R. Holliday 1927,,support: 133 x 54 mm,133,54,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00186_8.jpg
2856,A00187,"Cox, David",117,Costume Study: Woman with Umbrella. Verso: erased figure study,,Bequeathed by J.R. Holliday 1927,,support: 194 x 137 mm,194,137,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00187_8.jpg
2857,A00188,"Cox, David",117,Studies of Farm Hands and a Coat on a Fence. Verso: tracing of farm boy from recto,,Bequeathed by J.R. Holliday 1927,,support: 98 x 190 mm,98,190,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00188_8.jpg
16588,A00189,"Cox, David",117,Four Figure Studies. Verso: Landscape with Water,,Bequeathed by J.R. Holliday 1927,,support: 146 x 171 mm,146,171,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00189_8.jpg
4887,A00190,"Gainsborough, Thomas",199,Wooded Landscape with Three Cows at a Pool,"c.1785-8, reprinted 1797",Presented by A.E. Anderson 1910,1785,image: 279 x 346 mm,279,346,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00190_8.jpg
21070,A00191,"Haydon, Benjamin Robert",243,Study for 'The Judgement of Solomon'. Verso: Study of a Head,c.1812-14,Presented by Charles Newton-Robinson 1909,1812,support: 273 x 203 mm,273,203,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00191_8.jpg
5888,A00192,"Haydon, Benjamin Robert",243,Sir George Beaumont,1814,Presented by Charles Newton-Robinson 1909,1814,support: 121 x 98 mm,121,98,,mm,,http://www.tate.org.uk/art/images/work/A/A00/A00192_8.jpg
