id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,totalWorks
1814,"Ratcliffe, William",Male,1870-1955,1870,1955,"Norfolk, United Kingdom","London, United Kingdom",6
1815,"Rauschenberg, Robert",Male,1925-2008,1925,2008,"Port Arthur, United States","Captiva Island, United States",20
439,"Raven, John Samuel",Male,1829-1877,1829,1877,"Preston, United Kingdom","Harlech, United Kingdom",1
16385,"Raven, Lucy",Female,born 1977,,,,,1
1816,"Raven-Hill, Leonard",Male,1867-1942,1867,1942,"Bath, United Kingdom","Ryde, United Kingdom",1
1817,"Ravilious, Eric",Male,1903-1942,1903,,"Acton, United Kingdom",,6
2615,"Rawsthorne, Isabel",Female,1912-1992,,,,,1
2751,"Ray, Charles",Male,born 1953,1953,,"Chicago, United States",,2
4749,"Rayson, David",Male,born 1966,1966,,"Wolverhampton, United Kingdom",,1
1818,"Raysse, Martial",Male,born 1936,1936,,"Golfe-Juan, France",,1
440,"Read, David Charles",Male,1790-1851,1790,1851,"Hampshire, United Kingdom","London, United Kingdom",3
2528,"Rebecca, Biagio",Male,c.1735-1808,,,,,2
1819,"Rebeyrolle, Paul",Male,1926-2005,1926,,"Eymoutiers, France",,3
13672,"Rechmaoui, Marwan",Male,born 1964,1964,,"Bayrut, Al-Lubnan",,2
1820,"Reder, Bernard",Male,1897-1963,,,,,1
441,"Redgrave, Richard",Male,1804-1888,1804,1888,"London, United Kingdom","London, United Kingdom",2
2348,"Redo, Achill",Male,born 1930,1930,,"London, United Kingdom",,3
2243,"Redon, Odilon",Male,1840-1916,1840,1916,"Bordeaux, France","Paris, France",2
1821,"Redpath, Anne",Female,1895-1965,1895,1965,"Galashiels, United Kingdom","Edinburgh, United Kingdom",2
2783,"Reeb, David",Male,born 1952,1952,,"Rehovot, Yisra'el",,4
18896,"Reeve, Hester",,born 1965,,,,,1
1822,"Reeve, Russell",Male,1895-1970,1895,,"Hethersett, United Kingdom",,1
1823,"Rego, Paula",Female,born 1935,1935,,"Lisboa, Portugal",,46
14791,"Reid, Clunie",Female,born 1971,1971,,"Pembury, United Kingdom",,1
12111,"Reid, Jamie",Male,born 1947,1947,,"Croydon, United Kingdom",,3
442,"Reid, John Robertson",Male,1851-1926,1851,1926,"Edinburgh, United Kingdom","London, United Kingdom",2
1824,"Reid, Sir Norman",Male,1915-2007,1915,2007,"Edinburgh, United Kingdom","London, United Kingdom",3
10123,"Reigl, Judit",Female,born 1923,1923,,"Kapuvár, Magyarország",,2
2604,"Reinagle, Philip",Male,1749-1833,,1833,,"London, United Kingdom",1
443,"Reinagle, Ramsay Richard",Male,1775-1862,,1862,,"London, United Kingdom",5
1825,"Reinganum, Victor",Male,1907-1995,1907,,"London, United Kingdom",,1
1826,"Reinhardt, Ad",Male,1913-1967,1913,1967,"New York, United States","New York, United States",3
7121,"Relph, Nick",Male,born 1979,1979,,"London, United Kingdom",,3
2709,"Renger-Patzsch, Albert",Male,1897-1966,1897,1966,"Würzburg, Deutschland","Wamel, Nederland",13
1827,"Rennell, Lady Mary",Female,1901 - 1981,,,,,7
8376,"Rennó, Rosângela",Female,born 1962,1962,,"Belo Horizonte, Brasil",,3
1828,"Renoir, Auguste",Male,1841-1919,1841,1919,"Limoges, France","Cagnes-sur-Mer, France",7
1829,"Repin, Ilya",Male,1844-1930,1844,1930,"Chuguyev, Ukrayina","Repino, Rossiya",1
11979,"Restiffe, Mauro",Male,born 1970,1970,,"São Paulo, Brasil",,11
1830,"Reuter, Ingmar",,,,,,,1
1831,"Reuterswärd, Carl Frederik",Male,born 1934,1934,,"Stockholm, Sverige",,1
1832,"Reynolds, Alan",Male,born 1926,1926,,"Newmarket, United Kingdom",,2
2529,"Reynolds, Samuel William, Junior",Male,1794-1872,,,,,1
444,"Reynolds, Sir Joshua",Male,1723-1792,1723,1792,"Plympton, United Kingdom","London, United Kingdom",44
1833,"Reynolds-Stephens, Sir William",Male,1862-1943,1862,1943,"Detroit, United States","Royal Tunbridge Wells, United Kingdom",1
2394,"Reysschoot, Peter John van",Male,1702-1772,1702,1772,"Gent, België","Gent, België",1
1834,"Rhoades, Geoffrey",Male,1898-1980,1898,,"London, United Kingdom",,1
7682,"Rhoades, Jason",Male,1965-2006,1965,2006,"California, United States",Los Angeles,1
2699,"Rhodes, Carol",Female,born 1959,1959,,"Edinburgh, United Kingdom",,2
16111,"Rhodes, Lis",Female,born 1942,1942,,"London, United Kingdom",,1
6175,"Rice, Brian",Male,born 1936,1936,,"Somerset, United Kingdom",,4
445,"Rich, Alfred William",Male,1856-1921,1856,1921,"England, United Kingdom",Tewkesbury,3
1835,"Richards, Albert",Male,1919-1945,1919,,"Liverpool, United Kingdom",,3
1836,"Richards, Ceri",Male,1903-1971,1903,1971,"Wales, United Kingdom","London, United Kingdom",89
1837,"Richards, Frances",Female,1903-1985,1903,,"Stoke on Trent, United Kingdom",,20
446,"Richards, John Inigo",Male,1731-1810,1731,1810,"London, United Kingdom","London, United Kingdom",15
2584,"Richardson, Jonathan",Male,1667-1745,1667,1745,"London, United Kingdom","Camden, United Kingdom",5
2452,"Richardson, Thomas Miles, Junior",Male,1813-1890,1813,1890,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",1
1838,"Richardson-Jones, Keith",Male,1925-2005,1925,2005,"Northampton, United Kingdom","Abergavenny, United Kingdom",2
1839,"Richier, Germaine",Female,1902-1959,1902,1959,"Bouches-du-Rhône, France","Montpellier, France",18
447,"Richmond, George",Male,1809-1896,1809,1896,"Greater London, United Kingdom",London,12
1840,"Richmond, Oliffe",Male,1919-1977,1919,1977,"Hobart, Australia","London, United Kingdom",8
448,"Richmond, Sir William Blake",Male,1842-1921,1842,1921,"London, United Kingdom","London, United Kingdom",3
1841,"Richter, Gerhard",Male,born 1932,1932,,"Dresden, Deutschland",,25
1842,"Richter, Vjenceslav",Male,1917-2002,1917,2002,"Rijeka, Hrvatska","Zagreb, Hrvatska",1
1843,"Ricketts, Charles",Male,1866-1931,1866,1931,"Genève, Schweiz","London, United Kingdom",14
1844,"Rickey, George",Male,1907-2002,1907,2002,"South Bend, United States","East Chatham, United States",2
11957,"Riddy, John",Male,born 1959,1959,,"Northampton, United Kingdom",,13
12898,"Rideal, Liz",Female,born 1954,1954,,"England, United Kingdom",,1
449,"Ridley, Matthew White",Male,1837-1888,1837,1888,"Newcastle upon Tyne, United Kingdom","Chiswick, United Kingdom",1
2664,"Rielly, James",Male,born 1956,1956,,"Wales, United Kingdom",,1
2555,"Rigby, Elizabeth",Female,1809-1893,1809,1893,"Norwich, United Kingdom","London, United Kingdom",60
1845,"Riley, Bridget",Female,born 1931,1931,,"London, United Kingdom",,31
450,"Riley, John",Male,1646-1691,1646,1691,"London, United Kingdom","London, United Kingdom",2
1846,"Rinke, Klaus",Male,born 1939,1939,,"Wattenscheid, Deutschland","Düsseldorf, Deutschland",1
1847,"Riopelle, Jean-Paul",Male,1923-2002,1923,,"Québec, Canada",,2
1848,"Ripley, Edward",Male,born 1929,,,,,1
451,"Rippingille, Edward Villiers",Male,1798-1859,1798,,"King's Lynn, United Kingdom",,1
5465,"Rist, Pipilotti",Female,born 1962,1962,,Schweiz,,1
1849,"Rivera, Diego",Male,1886-1957,1886,1957,"Guanajuato, México","Ciudad de México, México",2
13335,"Rivera, Emilio",,,,,,,1
1851,"Rivera, Manuel",Male,1927-1995,1927,,"Granada, España",,2
1852,"Rivers, Larry",Male,1923-2002,1923,2002,"Bronx, United States","Southampton, United States",33
452,"Rivers, Leopold",Male,1850-1905,1850,1905,"London, United Kingdom","London, United Kingdom",1
453,"Riviere, Briton",Male,1840-1920,1840,,"London, United Kingdom",,6
1853,"Robb, Brian",Male,1913-1979,1913,,"Scarborough, United Kingdom",,1
454,"Roberts, David",Male,1796-1864,1796,1864,"Edinburgh, United Kingdom","London, United Kingdom",6
1854,"Roberts, Donald",Male,born 1923,1923,,United States,,3
2755,"Roberts, Julie",Female,born 1963,1963,,"Flint, United Kingdom",,1
1855,"Roberts, William",Male,1895-1980,1895,1980,"London, United Kingdom","London, United Kingdom",142
1856,"Roberts-Jones, Ivor",Male,1916-1996,,,,,1
14349,"Robilliard, David",Male,1952-1988,1952,,"Channel Islands, United Kingdom",,2
1857,"Robinson, Frederick Cayley",Male,1862-1927,1862,1927,"Brentford, United Kingdom","London, United Kingdom",1
455,"Robinson, Sir John Charles",Male,1824-1913,1824,1913,"Nottingham, United Kingdom","Swanage, United Kingdom",2
1858,"Roboz, Zsuzsi",Female,1939-2012,1939,2012,Magyarország,"London, United Kingdom",9
456,"Robson, George Fennel",Male,1788-1833,1788,1833,"Durham, United Kingdom","London, United Kingdom",5
858,"Rocamora, Jaume",Male,born 1946,1946,,"Tortosa, España",,1
1860,"Rodin, Auguste",Male,1840-1917,1840,1917,"Paris, France","Meudon, France",7
3076,"Rodney, Donald",Male,1961-1998,1961,1998,"Birmingham, United Kingdom","London, United Kingdom",4
1861,"Rogers, Claude",Male,1907-1979,1907,,"London, United Kingdom",,6
10609,"Roh, Franz",Male,1890-1965,1890,1965,"Apolda, Deutschland","München, Deutschland",3
2778,"Rollins, Tim",Male,born 1955,1955,,"Pittsfield, United States",,5
1862,"Rombaux, Egide",Male,1865-1942,1865,,België,,1
1863,"Romiti, Sergio",Male,born 1928,1928,,"Bologna, Italia","Bologna, Italia",1
457,"Romney, George",Male,1734-1802,1734,1802,"Dalton-in-Furness, United Kingdom","Kendal, United Kingdom",26
458,"Rooke, Thomas Matthews",Male,1842-1942,1842,,"Marylebone, United Kingdom",,3
459,"Rooker, Michael Angelo",Male,1746-1801,1746,1801,"London, United Kingdom","London, United Kingdom",5
460,"Roper, Richard",Male,c.1730-c.1775,,,,,1
1864,"Roschlau, Michael",Male,born 1942,1942,,"Sonneberg, Deutschland",,1
1865,"Rosenberg, Isaac",Male,1890-1918,1890,,"Bristol, United Kingdom",,1
1866,"Rosenquist, James",Male,born 1933,1933,,"Grand Forks, United States",,21
1867,"Rosoman, Leonard",Male,1913-2012,1913,2012,"Hampstead, United Kingdom","London, United Kingdom",2
6237,"Rossell, Daniela",Female,born 1973,1973,,México,,4
461,"Rossetti, Dante Gabriel",Male,1828-1882,1828,1882,"London, United Kingdom","Kent, United Kingdom",55
1868,"Rosso, Medardo",Male,1858-1928,1858,1928,"Torino, Italia","Milano, Italia",1
1869,"Roszak, Theodore",Male,1907-1981,1907,,"Poznan, Polska",,1
11023,"Rotella, Mimmo",Male,1918-2006,1918,2006,"Catanzaro, Italia","Milano, Italia",1
1870,"Roth, Dieter",Male,1930-1998,1930,1998,"Hannover, Deutschland","Basel, Schweiz",60
1871,"Roth, Frank",Male,born 1936,1936,,"Boston, United States",,2
3084,"Rothenberg, Jerome",Male,born 1931,1931,,"New York, United States",,1
1872,"Rothenberg, Susan",Female,born 1945,1945,,"Buffalo, United States",,10
1873,"Rothenstein, Michael",Male,1908-1993,1908,,"London, United Kingdom",,43
1874,"Rothenstein, Sir William",Male,1872-1945,1872,1945,"Bradford, United Kingdom","Gloucestershire, United Kingdom",43
1875,"Rothko, Mark",Male,1903-1970,1903,1970,"Daugavpils, Latvija","New York, United States",13
4734,"Rothschild, Eva",Female,born 1971,1971,,"Dublin, Éire",,4
6432,"Rothschild, Judith",Female,1921-1993,1921,,"New York, United States",,1
1876,"Rouault, Georges",Male,1871-1958,1871,1958,"Paris, France","Paris, France",5
1877,"Rousseau, Henri",Male,1844-1910,1844,1910,"Laval, France","Paris, France",1
462,"Roussel, Théodore",Male,1847-1926,1847,1926,"Lorient, France","Hastings, United Kingdom",1
10196,"Rowe, Cliff",Male,1904-1989,1904,,"Wimbledon, United Kingdom",,1
1878,"Rowell, Kenneth",Male,1922-1999,1922,,"Melbourne, Australia",,7
463,"Rowlandson, Thomas",Male,1756-1827,1756,1827,"London, United Kingdom","London, United Kingdom",36
1879,"Rowntree, Kenneth",Male,1915-1997,1915,,"Scarborough, United Kingdom",,7
1880,"Roy, Pierre",Male,1880-1950,1880,1950,"Nantes, France","Milano, Italia",2
2201,"Rozen, Felix",Male,born 1938,1938,,"Moskva, Rossiya",,10
2654,"Rubens, Peter Paul",Male,1577-1640,1577,1640,"Siegen, Deutschland","Antwerpen, België",1
14439,"Ruby, Sterling",Male,born 1972,1972,,"Bitburg, Deutschland",,2
2258,"Rückriem, Ulrich",Male,born 1938,1938,,"Düsseldorf, Deutschland",,2
11907,"Rudesch Harley, Ross",Male,born 1955,,,,,1
2602,"Ruff, Thomas",Male,born 1958,1958,,"Zell am Harmersbach, Deutschland",,5
1881,"Rugg, Matt",Male,born 1935,1935,,"Bridgwater, United Kingdom",,1
2244,"Rumney, Ralph",Male,1934-2002,1934,2002,"Newcastle, United Kingdom","Manosque, France",1
464,"Runciman, Alexander",Male,1736-1785,1736,1785,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",3
8665,"Ruppersberg, Allen",Male,born 1944,1944,,"Ohio, United States",,6
1882,"Ruscha, Edward",Male,born 1937,1937,,"Omaha, United States",,138
1883,"Rushbury, Sir Henry",Male,1889-1968,1889,,"Birmingham, United Kingdom",,7
465,"Ruskin, John",Male,1819-1900,1819,1900,"London, United Kingdom","Cumbria, United Kingdom",3
466,"Russell, John",Male,1744-1807,1744,1807,"Guildford, United Kingdom","Kingston-Upon-Hull, United Kingdom",2
1884,"Russell, Sir Walter",Male,1867-1949,1867,1949,"Epping, United Kingdom","London, United Kingdom",8
7965,Russian School,,,,,,,1
1885,"Rutherston, Albert",Male,1881-1953,1881,1953,"Bradford, United Kingdom","Lausanne, Schweiz",3
467,"Rutland, Violet, Duchess of",Female,1856-1937,1856,1937,"Wigan, United Kingdom","London, United Kingdom",1
13509,"Ruwedel, Mark",Male,born 1954,1954,,"Bethlehem, United States",,46
1886,"Ryan, Adrian",Male,1920-1998,1920,,"London, United Kingdom",,1
2293,"Ryan, Veronica",Female,born 1956,1956,,Montserrat,,7
1887,"Ryland, Adolfine",Female,born 1903,1903,,"Windsor, United Kingdom",,1
468,"Ryley, Charles Reuben",Male,c.1752-1798,1752,1798,"London, United Kingdom","London, United Kingdom",2
1888,"Ryman, Robert",Male,born 1930,1930,,"Nashville-Davidson, United States",,10
469,"Sadler, Walter Dendy",Male,1854-1923,1854,1923,"Dorking, United Kingdom","Saint Ives, United Kingdom",2
2770,"Sadotti, Giorgio",Male,born 1955,,,,,1
1889,"Said, Anne",Female,1914-1995,1914,,"Hook, United Kingdom",,1
2453,"Sailmaker, Isaac",Male,1633 or 4-1721,,1721,,"London, United Kingdom",1
1890,"Saint Phalle, Niki de",Female,1930-2002,1930,,"Neuilly-sur-Seine, France",,1
1891,"Saint-Gaudens, Augustus",Male,1848-1907,1848,1907,"Dublin, Éire","Cornwall, United Kingdom",1
6602,"Sala, Anri",Male,born 1974,1974,,"Tiranë, Shqipëria",,3
2454,"Sala, George Augustus Henry",Male,1828-1896,1828,1896,"London, United Kingdom","Brighton, United Kingdom",1
2695,"Salcedo, Doris",Female,born 1958,1958,,"Bogotá, Colombia",,7
12051,"Salgado, Sebastião",Male,born 1944,1944,,"Aimorés, Brasil",,2
1892,"Salle, David",Male,born 1952,1952,,"Norman, United States",,10
11459,"Salmeron, Ernesto",Male,born 1977,1977,,"Managua, Nicaragua",,1
1893,"Salt, John",Male,born 1937,1937,,"Birmingham, United Kingdom",,1
2343,"Salter, Rebecca",Female,born 1955,1955,,"Sussex, United Kingdom",,4
11737,"Salvatore, Eduardo",,1914-2006,,,,,1
2400,"Samaras, Lucas",Male,born 1936,1936,,"Kastoría, Ellás",,2
471,"Sandby, Paul",Male,c.1730-1809,1730,1809,"Nottingham, United Kingdom","London, United Kingdom",13
472,"Sandby, Thomas",Male,1721-1798,1721,1798,"Nottingham, United Kingdom","Windsor, United Kingdom",2
5319,"Sander, August",Male,1876-1964,1876,1964,"Herdorf, Deutschland","Köln, Deutschland",184
12947,"Sander, Gunther",,1907- 1986,,,,,1
1894,"Sander, Ludwig",Male,1906-1975,1906,1975,Staten Island,"New York, United States",1
2539,"Sanders, Ann",Female,active 1778,,,,,1
1895,"Sandle, Michael",Male,born 1936,1936,,"Weymouth, United Kingdom",,7
1896,"Sands, Ethel",Female,1873-1962,1873,1962,"Newport, United States","London, United Kingdom",3
1897,"Sandys, Edwina",Female,born 1938,1938,,"London, United Kingdom",,17
473,"Sandys, Frederick",Male,1829-1904,1829,1904,"Norwich, United Kingdom","London, United Kingdom",9
474,"Sant, James",Male,1820-1916,1820,1916,"Croydon, United Kingdom","London, United Kingdom",3
1898,"Sargant, Francis W.",Male,1870-1960,1870,1960,"London, United Kingdom","Cambridge, United Kingdom",1
475,"Sargent, John Singer",Male,1856-1925,1856,1925,"Firenze, Italia","London, United Kingdom",46
14843,"Sarkissian, Hrair",Male,born 1973,1973,,"Dimashq, Suriyah",,1
11137,"Sarmento, Julião",Male,born 1948,1948,,"Lisboa, Portugal",,3
476,"Sartorius, Francis",Male,1734-1804,1734,1804,"London, United Kingdom","London, United Kingdom",1
477,"Sartorius, John Nost",Male,1759-1828,1759,,"London, United Kingdom",,4
7553,"Sasnal, Wilhelm",Male,born 1972,1972,,"Tarnów, Polska",,3
10700,"Saunders, David",Male,born 1936,1936,,"Southend-on-Sea, United Kingdom",,1
1899,"Saunders, Helen",Female,1885-1963,1885,1963,"London, United Kingdom",Holborn,3
1900,"Saura, Antonio",Male,1930-1998,1930,,"Huesca, España",,2
12580,"Savage, Jon",Male,born 1953,1953,,United Kingdom,,1
11824,"Scanlan, Joe",Male,born 1961,,,,,2
1901,"Scarfe, Gerald, CBE",Male,born 1936,1936,,"London, United Kingdom",,13
1902,"Scarfe, Laurence",Male,1914-2000,,,,,3
2331,"Schad, Christian",Male,1894-1982,1894,1982,"Miesbach, Deutschland","Stuttgart, Deutschland",2
10538,"Scheibitz, Thomas",Male,born 1968,1968,,"Radeberg, Deutschland",,1
9636,"Schendel, Mira",Female,1919-1988,1919,1988,"Zürich, Schweiz","São Paulo, Brasil",302
478,"Schetky, John Christian",Male,1778-1874,1778,1874,"Edinburg, United States","London, United Kingdom",1
7734,"Schinwald, Markus",Male,born 1973,1973,,"Salzburg, Österreich",,1
1903,"Schmidt, Peter",Male,1931-1980,1931,,"Berlin, Deutschland",,2
1904,"Schmidt-Rottluff, Karl",Male,1884-1976,1884,1976,"Chemnitz, Deutschland","Berlin, Deutschland",4
1905,"Schnabel, Julian",Male,born 1951,1951,,"New York, United States",,2
5446,"Schneemann, Carolee",Female,born 1939,1939,,"Fox Chase, United States",,1
1906,"Schneider, Gerard",Male,1896-1986,,,,,1
1907,"Schoonhoven, Jan",Male,1914-1994,1914,,"Delft, Nederland",,1
1908,"Schorr, Raoh",Male,1901-1991,,,,,1
1909,"Schuffenecker, Emile",Male,1851-1934,1851,1934,"Haute-Garonne, France","Paris, France",4
2277,"Schultze, Bernard",Male,1915-2005,1915,2005,"Pila, Polska","Köln, Deutschland",2
16115,"Schulz-Dornburg, Ursula",Female,born 1938,1938,,"Berlin, Deutschland",,23
1910,"Schumacher, Emil",Male,1912-1999,1912,1999,"Hagen, Deutschland","Ibiza, España",4
16341,"Schurmann, Herbert",Male,1908-1982,1908,1982,"Velbert, Deutschland","Velbert, Deutschland",1
2374,"Schütte, Thomas",Male,born 1954,1954,,"Oldenburg, Deutschland",,156
1911,"Schwabe, Randolph",Male,1885-1948,1885,1948,"Manchester, United Kingdom","Helensburgh, United Kingdom",3
4823,"Schwarzkogler, Rudolf",Male,1940-1969,1940,,"Wien, Österreich",,3
1912,"Schwitters, Kurt",Male,1887-1948,1887,1948,"Hannover, Deutschland","Kendal, United Kingdom",25
1913,"Scott, Campbell",Male,born 1930,,,,,1
479,"Scott, David",Male,1806-1849,,,,,1
2573,"Scott, Frances",Female,1750-1817,,,,,4
1914,"Scott, Robert",Male,born 1926,,,,,1
480,"Scott, Samuel",Male,c.1702-1772,1702,1772,"London, United Kingdom","Bath, United Kingdom",22
1915,"Scott, Tim",Male,born 1937,1937,,"Surrey, United Kingdom",,12
1916,"Scott, William",Male,1913-1989,1913,1989,"Greenock, United Kingdom","England, United Kingdom",48
481,"Scott, William Bell",Male,1811-1890,1811,1890,Edinburgh,"Scotland, United Kingdom",2
1917,"Scully, Sean",Male,born 1945,1945,,"Dublin, Éire",,40
1918,"Seabrooke, Elliott",Male,1886-1950,1886,1950,"Essex, United Kingdom","Nice, France",5
9835,"Seawright, Paul",Male,born 1965,1965,,"Belfast, United Kingdom",,1
2626,"Seba, Albertus",Male,,,,"Amsterdam, Nederland",,1
482,"Seddon, John Pollard",Male,1827-1906,1827,1906,"London, United Kingdom","London, United Kingdom",1
483,"Seddon, Thomas",Male,1821-1856,1821,1856,"London, United Kingdom","Al-Qahirah, Misr",2
1919,"Sedgley, Peter",Male,born 1930,1930,,"London, United Kingdom",,14
4956,"Sedira, Zineb",Female,born 1963,1963,,"Paris, France",,2
12601,"Seers, Lindsay",Female,born 1966,1966,,"Mauritius, Mauritius",,1
1920,"Sefran, Gorazd",Male,born 1945,1945,,"Ljubljana, Slovenija",,1
1921,"Segal, Arthur",Male,1875-1944,1875,1944,"Iasi, România","London, United Kingdom",1
484,"Segar, Sir William",Male,active 1580 or 5-1633,,1633,,"Surrey, United Kingdom",1
8300,"Sehgal, Tino",Male,born 1976,1976,,"London, United Kingdom",,1
1922,"Self, Colin",Male,born 1941,1941,,"Norwich, United Kingdom",,76
18266,"Sen, Mithu",,born 1971,,,,,1
1923,"Serra, Richard",Male,born 1939,1939,,"San Francisco, United States",,8
10157,"Serralongue, Bruno",Male,born 1968,1968,,France,,1
485,"Serres, Dominic",Male,1722-1793,1722,1793,"Auch, France","London, United Kingdom",1
486,"Serres, John Thomas",Male,1759-1825,1759,1825,"London, United Kingdom","London, United Kingdom",4
1924,"Serusier, Paul",Male,1863-1927,1863,1927,"Paris, France","Morlaix, France",1
1925,"Setch, Terry",Male,born 1936,1936,,"London, United Kingdom",,9
1926,"Seurat, Georges",Male,1859-1891,1859,1891,"Paris, France","Paris, France",4
1927,"Severini, Gino",Male,1883-1966,1883,1966,"Cortona, Italia","Paris, France",1
487,"Severn, Joseph",Male,1793-1879,1793,1879,"London, United Kingdom","Roma, Italia",1
488,"Seymour, James",Male,?1702-1752,1702,1752,"London, United Kingdom","London, United Kingdom",12
1928,"Shackleton, William",Male,1872-1933,1872,1933,"Bradford, United Kingdom","London, United Kingdom",2
1929,"Shadbolt, Jack",Male,1909-1998,1909,,"Shoeburyness, United Kingdom",,1
9857,"Shahbazi, Shirana",Female,born 1974,1974,,Îran,,7
1930,"Shahn, Ben",Male,1898-1969,1898,1969,Lietuva,"New York, United States",1
16467,"Shahroudy Farmanfarmaian, Monir",Female,born 1924,1924,,"Qazvin, Îran",,1
1931,"Shannon, Charles",Male,1863-1937,1863,1937,"Lincolnshire, United Kingdom","Kew, United Kingdom",8
1932,"Shannon, Sir James Jebusa",Male,1862-1923,1862,1923,"Auburn, United States","London, United Kingdom",3
1933,"Shapinsky, Harold",Male,1925-2004,1925,2004,"Brooklyn, United States","Rockville, United States",1
1934,"Shapiro, Joel",Male,born 1941,1941,,"New York, United States",,3
1935,"Shapiro, Shmuel",Male,born 1924,1924,,"New Britain, United States",,11
2455,"Sharpe, Charles Kirkpatrick",Male,1781-1851,1781,1851,"Dumfries, United Kingdom","Edinburgh, United Kingdom",1
5253,"Shaw, George",Male,born 1966,1966,,"Coventry, United Kingdom",,2
9784,"Shaw, Raqib",Male,born 1974,1974,,"Calcutta, Bharat",,1
13675,"Shawky, Wael",Male,born 1971,1971,,Misr,,2
489,"Shayer, William, Senior",Male,1787-1879,1787,1879,"Southampton, United Kingdom","Southampton, United Kingdom",1
490,"Shee, Sir Martin Archer",Male,1769-1850,1769,1850,"Dublin, Éire","Brighton, United Kingdom",4
491,"Sheffield, George",Male,1839-1892,1839,1892,"Wigton, United Kingdom","Manchester, United Kingdom",1
1936,"Shelley, John",Male,born 1938,,,,,1
2456,"Shelley, Samuel",Male,1750-?1808,1750,1808,"London, United Kingdom","London, United Kingdom",1
14097,"Shemza, Anwar Jalal",Male,1928-1985,1928,1985,Bharat,"Stafford, United Kingdom",4
1782,"Shepperson, Claude",Male,1867-1921,1867,,"Beckenham, United Kingdom",,6
1937,"Sheringham, George",Male,1884-1937,1884,1937,"London, United Kingdom","London, United Kingdom",2
2530,"Sherlock, William P.",Male,c.1780-c.1821,,,,,1
1938,"Sherman, Cindy",Female,born 1954,1954,,"Glen Ridge, United States",,30
12923,"Sherwin, Guy",Male,born 1948,,,,,1
14419,"Shibuya, Ryukichi",Male,1904-1995,,,,,6
6670,"Shields, Alan",Male,1944-2005,1944,2005,"Herington, United States","Shelter Island, United States",4
4753,"Shimamoto, Shozo",Male,born 1928,1928,,"Osaka, Nihon",,2
3081,"Shonibare, Yinka",Male,born 1962,1962,,"London, United Kingdom",,2
5337,"Shore, Stephen",Male,born 1947,1947,,"New York, United States",,1
492,"Short, Sir Frank",Male,1857-1945,1857,1945,"Stourbridge, United Kingdom","Ditchling, United Kingdom",35
10208,"Shrigley, David",Male,born 1968,1968,,"Macclesfield, United Kingdom",,16
493,"Siberechts, Jan",Male,1627-c.1700,1627,1700,"Antwerpen, België","London, United Kingdom",2
1939,"Sichel, Ernest Leopold",Male,1862-1941,1862,1941,"Bradford, United Kingdom","London, United Kingdom",1
1940,"Sickert, Bernard",Male,1862 or 63-1932,1862,1932,"München, Deutschland","Jordans, United Kingdom",1
1941,"Sickert, Walter Richard",Male,1860-1942,1860,1942,"München, Deutschland","Bath and Northeast Somerset, United Kingdom",51
494,"Siddal, Elizabeth Eleanor",Female,1829-1862,1829,1862,"London, United Kingdom","London, United Kingdom",2
6878,"Sierra, Santiago",Male,born 1966,1966,,"Madrid, España",,1
6005,"Sietsema, Paul",Male,born 1968,1968,,"Los Angeles, United States",,1
16982,"Sillman, Amy",Female,born 1966,1966,,"Detroit, United States",,1
1942,"Simmonds, William G.",Male,1876-1968,1876,,"Galata, Türkiye",,3
6376,"Simmons, Laurie",Female,born 1949,1949,,"Long Island, United States",,3
2322,"Simmons, Rosemary",Female,born 1932,,,,,3
11458,"Simon, Taryn",Female,born 1975,1975,,"New York, United States",,26
2775,"Simpson, Jane",Female,born 1965,1965,,"London, United Kingdom",,2
495,"Simpson, John",Male,1782-1847,1782,1847,"London, United Kingdom","London, United Kingdom",1
12577,"Simpson, Lorna",Female,born 1960,1960,,"Brooklyn, United States",,2
1944,"Sims, Charles",Male,1873-1928,1873,,"Islington, United Kingdom",,5
5261,"Singh, Raghubir",Male,1942-1999,1942,1999,"Jaipur, Bharat","Manhattan Island, United States",4
1945,"Singier, Gustave",Male,1909-1984,1909,,"Warneton, België",,1
496,"Singleton, Henry",Male,1766-1839,1766,,"London, United Kingdom",,7
1946,"Sintenis, Renée",Female,1888-1965,1888,1965,Schlesien,"Berlin, Deutschland",1
5257,"Siqueiros, David Alfaro",Male,1896-1974,1896,,"Chihuahua, México",,1
1947,"Sironi, Mario",Male,1885-1961,1885,1961,"Sassari, Italia","Milano, Italia",4
14489,"Siskind, Aaron",Male,1903-1991,1903,1991,"New York, United States","Providence, United States",3
1948,"Sisley, Alfred",Male,1839-1899,1839,1899,"Paris, France","Moret-sur-Loing, France",3
13391,"Skaer, Lucy",Female,born 1977,1977,,"Cambridge, United Kingdom",,7
2457,"Skeaf, D.",,active 1803-1819,,,,,1
1949,"Skeaping, John",Male,1901-1980,1901,,"Greater London, United Kingdom",,8
497,"Skelton, Jonathan",Male,c.1735-1759,,,,,4
1950,"Skiöld, Birgit",Female,1923-1982,1923,1982,"Stockholm, Sverige","Stockholm, Sverige",9
2458,"Skippe, John",Male,1741-1811 or 12,1741,1811,Hertfordshire,"England, United Kingdom",1
