id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,totalWorks
498,"Slaughter, Stephen",Male,1697-1765,1697,1765,"London, United Kingdom",Kensington,2
1951,"Slawik, Bernard",Male,1904 - 1991,1904,1991,Polska,"Melbourne, Australia",1
499,"Sleap, Joseph Axe",Male,1808-1859,1808,1859,"London, United Kingdom","London, United Kingdom",1
500,"Sleter, Francesco",Male,1685-1775,,1775,,"Kent, United Kingdom",1
11404,"Slominski, Andreas",Male,born 1959,1959,,"Meppen, Deutschland",,2
501,"Small, William",Male,1843-1931,1843,1931,"Edinburgh, United Kingdom","Worcester, United Kingdom",1
2531,"Smallwood, William Frome",Male,1806-1834,1806,1834,"London, United Kingdom","London, United Kingdom",2
1952,"Smart, Edgar Rowley",Male,1887-1934,1887,1934,"Cheetham Hill, United Kingdom","Staffordshire, United Kingdom",1
502,"Smetham, James",Male,1821-1889,1821,1889,"Pateley Bridge, United Kingdom","London, United Kingdom",15
503,"Smirke, Robert",Male,1752-1845,1752,1845,"Wigton, United Kingdom","London, United Kingdom",18
10029,"Smith, Bob and Roberta",Male,born 1963,1963,,"London, United Kingdom",,5
2673,"Smith, Colin",Male,born 1953,,,,,2
1953,"Smith, David",Male,1906-1965,1906,1965,"Decatur, United States","Bennington, United States",11
504,"Smith, Frederick William",Male,1797-1835,1797,,"London, United Kingdom",,1
506,"Smith, George, of Chichester",Male,1714-1776,1714,1776,"Chichester, United Kingdom","Chichester, United Kingdom",2
1954,"Smith, Gordon",Male,born 1919,1919,,"Hove, United Kingdom",,1
1955,"Smith, Hassel",Male,1915-2007,1915,2007,"Sturgis, United States","Warminster, United Kingdom",1
1956,"Smith, Jack",Male,1928-2011,1928,,"Sheffield, United Kingdom",,11
1957,"Smith, Joel",Male,born 1929,1929,,"Draper, United States",,1
12243,"Smith, John",Male,born 1952,1952,,"Walthamstow, United Kingdom",,2
508,"Smith, John `Warwick'",Male,1749-1831,1749,1831,"Cumbria, United Kingdom","London, United Kingdom",38
2568,"Smith, John Raphael",Male,1752-1812,1752,1812,"Derby, United Kingdom","Hereford and Worcester, United Kingdom",1
507,"Smith, John Thomas",Male,1766-1833,1766,1833,"London, United Kingdom","London, United Kingdom",3
2274,"Smith, Joseph Clarendon",Male,1778-1810,1778,1810,"London, United Kingdom","London, United Kingdom",4
12131,"Smith, Keir",Male,1950-2007,1950,,"Gravesend, United Kingdom",,1
2280,"Smith, Kiki",Female,born 1954,1954,,"Noremburg, Deutschland",,9
9594,"Smith, Melanie",Female,born 1965,1965,,"Poole, United Kingdom",,2
1959,"Smith, Richard",Male,born 1931,1931,,"Letchworth, United Kingdom",,96
509,"Smith, Sidney Robert James",Male,1857-1913,,,,,2
1958,"Smith, Sir Matthew",Male,1879-1959,1879,1959,"Halifax, United Kingdom","London, United Kingdom",14
2735,"Smith, Stephanie",,"born 1968, born 1961",,,,,1
2226,"Smith, Thomas",Male,active 1780-1822,,,,,1
12052,"Smith, W. Eugene",Male,1918-1978,1918,1978,"Wichita, United States","Tucson, United States",1
4541,"Smithson, Robert",Male,1938-1973,1938,1973,"Passaic, United States","Amarillo, United States",1
510,"Smythe, Lionel Percy",Male,1840-1918,1840,1918,"London, United Kingdom","Wimereux, France",1
7516,"Soares, Valeska",Female,born 1957,1957,,Brasil,,1
1960,"Sobrino, Francisco",Male,born 1932,1932,,"Guadalajara, España",,1
511,"Soest, Gilbert",Male,c.1605-1681,1605,,"London, United Kingdom",,4
12133,"Solakov, Nedko",Male,born 1957,1957,,"Cherven Bryag, Bulgaria",,1
3823,"Soldi, Andrea",Male,c.1703-71,1703,1771,"Firenze, Italia","London, United Kingdom",1
6672,"Solien, T.L.",Male,born 1949,1949,,"Fargo, United States",,2
512,"Solomon, Abraham",Male,1824-1862,1824,,"London, United Kingdom",,4
513,"Solomon, Simeon",Male,1840-1905,1840,,"London, United Kingdom",,11
1961,"Solomon, Solomon J.",Male,1860-1927,1860,1927,"London, United Kingdom","Kent, United Kingdom",1
514,"Somerscales, Thomas J.",Male,1842-1927,1842,,"Kingston-Upon-Hull, United Kingdom",,1
1962,"Somov, Konstantin",Male,1869-1939,1869,1939,"Sankt-Peterburg, Rossiya","Paris, France",1
6628,"Sone, Yutaka",Male,born 1965,1965,,"Shizuoka, Nihon",,1
11853,"Sonnier, Keith",Male,born 1941,1941,,"Mamou, United States",,1
1963,"Sorel, Agathe",Female,born 1935,1935,,"Budapest, Magyarország",,2
6673,"Sorman, Steven",Male,born 1948,1948,,"Minneapolis, United States",,60
1964,"Sorrell, Alan",Male,1904-1974,1904,,"London, United Kingdom",,2
1965,"Sorrell, Elizabeth",Female,1916-1991,1916,,"Redcar and Cleveland, United Kingdom",,1
13098,"Sosnowska, Monika",,born 1972,,,,,1
1966,"Soto, Jesus Rafael",Male,1923-2005,1923,,"Ciudad Bolívar, Venezuela",,5
515,"Souch, John",Male,1594-1644 or 5,1594,1644,"Ormskirk, United Kingdom","Chester, United Kingdom",1
1967,"Soukop, Willi",Male,1907-1995,1907,,"Wien, Österreich",,1
1968,"Soulages, Pierre",Male,born 1919,1919,,"Rodez, France",,3
1969,"Southall, Derek",Male,born 1930,1930,,"Coventry, United Kingdom",,1
1970,"Southall, Joseph Edward",Male,1861-1944,1861,,"Nottingham, United Kingdom",,3
1971,"Soutine, Chaïm",Male,1893-1943,1893,1943,"Minskaya Oblast', Belarus","Paris, France",3
1972,"Souza, F.N.",Male,1924-2002,1924,,"Goa, Bharat",,2
5888,Soviet School,,,,,,,8
1973,"Spear, Ruskin",Male,1911-1990,1911,1990,"Saugus, United States","London, United Kingdom",4
1974,"Speed, Harold",Male,1872-1957,1872,1957,"London, United Kingdom","London, United Kingdom",1
1975,"Spencelayh, Charles",Male,1865-1958,1865,1958,"Rochester, United Kingdom","Northampton, United Kingdom",5
2124,"Spencer Watson, George",Male,1869-1934,1869,1934,"London, United Kingdom","London, United Kingdom",2
1976,"Spencer, Gilbert",Male,1892-1979,1892,,"Cookham, United Kingdom",,7
2697,"Spencer, Jean",Female,1942-1998,1942,1998,"Surrey, United Kingdom","London, United Kingdom",6
2532,"Spencer, Lady",Female,18th Century,,,,,1
1977,"Spencer, Sir Stanley",Male,1891-1959,1891,1959,"England, United Kingdom","Cliveden, United States",63
516,"Spencer, Thomas",Male,active 1740-1756,,,,,1
1978,"Spender, John Humphrey",Male,1910-2005,1910,,"London, United Kingdom",,7
2399,"Spero, Nancy",Female,1926-2009,1926,2009,"Cleveland, United States","Manhattan Island, United States",1
517,"Spilsbury, Maria",Female,1777-c.1823,1777,1823,"London, United Kingdom",Éire,1
1979,"Spoerri, Daniel",Male,born 1930,1930,,"Galati, România",,2
1980,"Spruance, Benton",Male,1904-1967,1904,1967,"Philadelphia, United States","Philadelphia, United States",3
1981,"Spurrier, Steven",Male,1878-1961,1878,1961,"London, United Kingdom","Saint John's Wood, United Kingdom",1
470,"St John Long, John St John",Male,1798-1834,1798,1834,"Limerick, Éire","London, United Kingdom",1
1982,"Stael, Nicolas de",Male,1914-1955,1914,1955,"Sankt-Peterburg, Rossiya","Antibes, France",3
1983,"Stahly, François",Male,1911-2006,1911,2006,"Konstanz, Deutschland","Paris, France",1
17224,"Staite-Murray, William",,,,,,,2
1984,"Stamos, Theodorus",Male,1922 - 1997,1922,1997,"New York, United States","Ioánnina, Ellás",3
518,"Stanfield, Clarkson Frederick",Male,1793-1867,1793,1867,"Sunderland, United Kingdom","Hampstead, United Kingdom",84
519,"Stanhope, John Roddam Spencer",Male,1829-1908,1829,1908,"England, United Kingdom","Firenze, Italia",3
520,"Stanley, Lady Dorothy",Female,1855-1926,1855,1926,"London, United Kingdom","London, United Kingdom",1
1985,"Starczewski, Antoni",Male,1924-2000,1924,,"Lódz, Polska",,6
10462,"Stark, Frances",Female,born 1967,1967,,"Newport Beach, United States",,1
521,"Stark, James",Male,1794-1859,1794,1859,"Norwich, United Kingdom","London, United Kingdom",2
522,"Stark, Robert",Male,1853-1931,1853,1931,"Torquay, United Kingdom","British Columbia, Canada",1
2683,"Starkey, Hannah",Female,born 1971,1971,,"Belfast, United Kingdom",,3
7052,"Starling, Simon",Male,born 1967,1967,,"Epsom, United Kingdom",,5
2661,"Starr, Georgina",Female,born 1968,1968,,"Leeds, United Kingdom",,16
523,"Starr, Sydney",Male,1857-1925,1857,1925,"Kingston-Upon-Hull, United Kingdom","New York, United States",2
1986,"Startup, Peter",Male,1921-1976,1921,1976,"Fulham, United Kingdom","London, United Kingdom",5
2594,"Staton, Sarah",Female,born 1961,,,,,1
1987,"Stazewski, Henryk",Male,1894-1988,1894,1988,"Warszawa, Polska","Warszawa, Polska",1
1988,"Steadman, Ralph",Male,born 1936,1936,,"Wallasey, United Kingdom",,1
1989,"Steele, Jeffrey",Male,born 1931,1931,,"Cardiff, United Kingdom",,4
1990,"Steer, Philip Wilson",Male,1860-1942,1860,1942,"Birkenhead, United Kingdom","London, United Kingdom",38
1991,"Stein, Ronald",Male,born 1930,1930,,"New York, United States",,1
5227,"Steinbach, Haim",,born 1944,,,,,1
1992,"Steinlen, Théophile-Alexandre",Male,1859-1923,1859,1923,"Lausanne, Schweiz","Paris, France",1
1993,"Steir, Pat",Female,born 1940,1940,,"Newark, United States",,7
1994,"Stella, Frank",Male,born 1936,1936,,"Malden, United States",,66
524,"Stephens, Frederic George",Male,1828-1907,1828,1907,"London, United Kingdom","London, United Kingdom",4
1995,"Stephenson, Ian",Male,1934-2000,1934,,"Meadowfield, United States",,16
1996,"Stephenson, John Cecil",Male,1889-1965,1889,,"Bishop Auckland, United Kingdom",,1
15589,"Stern, Grete",Female,1904-1999,1904,1999,Deutschland,"Buenos Aires, Argentina",1
16798,"Sterne, Hedda",Female,1910 - 2011,1910,2011,"Bucuresti, România","Manhattan Island, United States",1
1997,"Sterne, Maurice",Male,1878-1957,1878,1957,"Liepaja, Latvija","Mount Kisco, United States",1
525,"Stevens, Alfred",Male,1817-1875,1817,1875,"Dorset, United Kingdom","London, United Kingdom",33
1998,"Stevens, Norman",Male,1937-1988,1937,,"Bradford, United Kingdom",,18
1999,"Stevenson, James",Male,1881-1937,1881,1937,"Chester, United Kingdom","London, United Kingdom",1
526,"Stevenson, Robert Alan Mowbray",Male,1847-1900,1847,1900,"Edinburgh, United Kingdom","Chiswick, United Kingdom",1
2000,"Stezaker, John",Male,born 1949,1949,,"Worcester, United Kingdom",,13
2001,"Still, Clyfford",Male,1904-1980,1904,1980,"Grandin, United States","Baltimore, United States",1
11279,"Stingel, Rudolf",Male,born 1956,1956,,"Merano, Italia",,2
527,"Stokes, Adrian",Male,1854-1935,1854,1935,"England, United Kingdom",London,2
2002,"Stokes, Adrian",Male,1902-1972,1902,,"London, United Kingdom",,23
528,"Stokes, Marianne",Female,1855-1927,1855,1927,"Graz, Österreich","London, United Kingdom",1
529,"Stone, Marcus",Male,1840-1921,1840,1921,"London, United Kingdom","London, United Kingdom",1
530,"Storey, George Adolphus",Male,1834-1919,1834,,"London, United Kingdom",,3
531,"Stothard, Thomas",Male,1755-1834,1755,1834,"London, United Kingdom","London, United Kingdom",216
533,"Stott of Oldham, William",Male,1857-1900,1857,,"Oldham, United Kingdom",,1
532,"Stott, Edward",Male,1859-1918,1859,1918,Rochdale,"England, United Kingdom",1
5739,"Strakhov-Braslavsky, Adolf",,1896-1979,,,,,2
2003,"Strang, Ian",Male,1886-1952,1886,1952,"London, United Kingdom","Buckinghamshire, United Kingdom",2
534,"Strang, William",Male,1859-1921,1859,1921,"Dunbarton, United Kingdom","Bournemouth, United Kingdom",10
387,"Streatfeild, Robert",Male,1786-1852,,,,,1
535,"Stringer, Daniel",Male,1754-1808,1754,1808,"Cheshire, United Kingdom","London, United Kingdom",1
2005,"Stroud, Peter",Male,1921 - 2012,1921,2012,"Ealing, United Kingdom","Princeton, United States",11
536,"Strudwick, John Melhuish",Male,1849-1935,1849,,"Clapham, United Kingdom",,1
2006,"Strunke, Niklavs",Male,1894-1966,1894,1966,"Gostynin, Polska","Roma, Italia",1
2339,"Struth, Thomas",Male,born 1954,1954,,"Geldern, Deutschland",,18
2627,"Strutt, Arthur John",Male,1819-1888,1819,1888,"Chelmsford, United Kingdom","Roma, Italia",1
537,"Stuart, Gilbert",Male,1755-1828,1755,1828,"North Kingstown, United States","Boston, United States",3
2007,"Stubbing, N.H.",Male,1921-1983,,,,,5
538,"Stubbs, George",Male,1724-1806,1724,1806,"Liverpool, United Kingdom","London, United Kingdom",26
2008,"Studd, Arthur",Male,1863-1919,1863,1919,"Leicestershire, United Kingdom","London, United Kingdom",6
2009,"Studin, Marin",Male,1895-1960,,,,,1
10610,"tyrský, Jindrich",Male,1899-1942,,1942,,"Praha, Ceská Republika",2
12796,"Suga, Kishio",Male,born 1944,1944,,"Morioka, Nihon",,1
2328,"Sugimoto, Hiroshi",Male,born 1948,1948,,"Tokyo, Nihon",,7
12799,"Suh, Do Ho",Male,born 1962,1962,,"Soul, Taehan Min'guk",,2
8577,"Sullivan, Catherine",Female,born 1968,1968,,"Los Angeles, United States",,1
4433,"Sullivan, Christine",Female,born 1959,1959,,"Boston, United States",,2
2010,"Sullivan, Edmund J.",Male,1869-1933,1869,1933,"London, United Kingdom","London, United Kingdom",1
2716,"Sullivan, Luke",Male,1705-1771,1705,1771,"Louth, Éire","London, United Kingdom",2
6727,"Sultan, Altoon",Male,born 1948,1948,,"Brooklyn, United States",,4
6726,"Sultan, Donald",Male,born 1951,1951,,"Asheville, United States",,9
10068,"Sultan, Larry",Male,1946-2009,1946,2009,"Brooklyn, United States","Marin, United States",36
2011,"Summers, Carol",Male,born 1925,1925,,"Kingston, United States",,1
2534,"Sunderland, Thomas",Male,1744-1823,1744,1823,"England, United Kingdom","England, United Kingdom",15
12053,"Suschitzky, Peter",Male,born 1941,1941,,"London, United Kingdom",,1
2012,"Sutej, Miroslav",Male,born 1936,1936,,"Duga Resa, Hrvatska",,2
2575,"Sutherland, Elizabeth Leveson-Gower, Duchess-Countess of",Female,1765-1839,,,,,1
2014,"Sutherland, Graham, OM",Male,1903-1980,1903,,"London, United Kingdom",,56
2015,"Sutton, Philip",Male,born 1928,1928,,"Poole, United Kingdom",,8
2236,"Sutton, Trevor",Male,born 1948,1948,,"Romford, United States",,2
11983,"Swain, Tony",Male,born 1967,1967,,"Lisburn, United Kingdom",,1
539,"Swan, John Macallan",Male,1847-1910,1847,,"Brentford, United Kingdom",,19
2016,"Swanson, John",Male,born 1938,1938,,"Los Angeles, United States",,2
12478,Swoon,Female,born 1977,1977,,"New London, United States",,1
540,"Swynnerton, Annie Louisa",Female,1844-1933,1844,1933,"Manchester, United Kingdom","Hayling Island, United Kingdom",6
2017,"Sydney, Berenice",Female,1944-1983,1944,,"Esher, United Kingdom",,9
2018,"Symons, Patrick",Male,1925-1993,1925,,"Bromley, United Kingdom",,2
12979,"Szapocznikow, Alina",Female,1926-1973,1926,1973,"Kalisz, Polska","Haute-Savoie, France",1
15133,"T R Uthco (Doug Hall born 1944, Diane Andrews Hall born 1945, Jody Procter 1944-1998)",,established 1970,,,,,1
4451,"Takahashi, Tomoko",Female,born 1966,1966,,"Tokyo, Nihon",,1
15501,"Takamatsu, Jiro",Male,1936 -1998,,,,,45
2019,Takis,Male,born 1925,1925,,"Athínai, Ellás",,2
2020,"Talmage, Algernon",Male,1871-1939,1871,1939,"Oxfordshire, United Kingdom","Hampshire, United Kingdom",1
2021,"Tamayo, Rufino",Male,1899-1991,1899,,"Oaxaca, México",,3
7376,"Tan, Fiona",Female,born 1966,1966,,"Pakanbaru, Indonesia",,1
2022,"Tanabe, Takao",Male,born 1926,1926,,"British Columbia, Canada",,1
15957,"Tanavoli, Parviz",Male,born 1937,1937,,"Tehran, Îran",,16
2023,"Tanguy, Yves",Male,1900-1955,1900,1955,"Paris, France","Woodbury, United States",3
2024,"Tanning, Dorothea",Female,1910-2012,1910,2012,"Galesburg, United States","New York, United States",5
2025,"Tapies, Antoni",Male,1923-2012,1923,2012,"Barcelona, España","Barcelona, España",5
2663,"Taslitzky, Boris",Male,1911-2005,1911,2005,"Paris, France","Paris, France",3
2459,"Tassaert, Philippe Joseph",Male,1732-1803,,,,,1
2460,"Taverner, William",Male,1700-1772,1700,,"Canterbury, United Kingdom",,11
541,"Tayler, Frederick",Male,1802-1889,1802,1889,"Borehamwood, United Kingdom","London, United Kingdom",1
542,"Taylor, John, of Bath",Male,1735-1806,1735,1806,"Bath, United Kingdom","Bath, United Kingdom",1
2027,"Taylor, Leonard Campbell",Male,1874-1969,1874,,"Oxford, United Kingdom",,1
2347,"Taylor, Marcus",Male,born 1964,1964,,"Belfast, United Kingdom",,2
2535,"Taylor, Richard",Male,exhibited 1775-1791,,,,,4
2028,"Taylor, Walter",Male,1860-1943,1860,1943,"Leeds, United Kingdom","London, United Kingdom",1
2595,"Taylor-Johnson, OBE Sam",Female,born 1967,1967,,"London, United Kingdom",,7
2029,"Tchelitchew, Pavel",Male,1898-1957,1898,1957,"Kaluga, Rossiya","Grottaferrata, Italia",1
11739,"Teixeira Filho, Dalmo",,1923-1981,,,,,1
11984,"Téllez, Javier",Male,born 1969,1969,,"Valencia, Venezuela",,1
543,"Tenniel, Sir John",Male,1820-1914,1820,1914,"London, United Kingdom","London, United Kingdom",1
6728,"Teraoka, Masami",Male,born 1936,1936,,"Onomichi, Nihon",,4
2030,"Teshigahara, Sofu",Male,1900-1979,1900,1979,"Tokyo, Nihon","Tokyo, Nihon",1
2031,"Tharrats, Joan-Josep",Male,born 1918,1918,,"Gerona, España",,1
16241,The Society for Theoretical Art (Ian Burn; Mel Ramsden),,"1939-1993, born 1944",,,,,3
2312,"Therrien, Robert",Male,born 1947,1947,,"Chicago, United States",,16
2032,"Thiebaud, Wayne",Male,born 1920,1920,,"Mesa, United States",,2
2033,"Thirsk, John",Male,born 1945,,,,,3
544,"Thirtle, John",Male,1777-1839,1777,,"Norwich, United Kingdom",,1
2034,"Thomas, George Havard",Male,1893-1933,1893,1933,"Sorrento, Italia","London, United Kingdom",1
545,"Thomas, George Housman",Male,1824-1868,1824,1868,"London, United Kingdom","Boulogne-sur-Mer, France",1
546,"Thomas, James Havard",Male,1854-1921,1854,1921,"Bristol, United Kingdom","London, United Kingdom",17
547,"Thomas, John",Male,1813-1862,,,,,1
2035,"Thomkins, André",Male,1930-1985,1930,1985,"Luzern, Schweiz","Luzern, Schweiz",1
2656,"Thompson, Jon",Male,born 1936,1936,,"Derbyshire, United Kingdom",,1
2036,"Thomson, Alfred R.",Male,1894-1979,1894,,"Bangalore, Bharat",,1
2037,"Thomson, George",Male,1860-1939,1860,1939,"Scotland, United Kingdom","Boulogne-sur-Mer, France",1
548,"Thomson, Henry",Male,1773-1843,1773,,"London, United Kingdom",,1
549,"Thomson, Rev. John, of Duddingston",Male,1778-1840,1778,1840,"Dailly, United Kingdom","West Lothian, United Kingdom",2
2536,"Thomson, W.",,active 1826,,,,,1
550,"Thornhill, Sir James",Male,1675 or 76-1734,1675,1734,"Dorset, United Kingdom",Stalbridge,24
2038,"Thornton, Alfred",Male,1863-1939,1863,1939,"Delhi, Bharat","Gloucestershire, United Kingdom",1
2039,"Thornton, Valerie",Female,1931-1991,1931,1991,"London, United Kingdom","Suffolk, United Kingdom",6
551,"Thornycroft, Sir Hamo",Male,1850-1925,1850,1925,"London, United Kingdom","Devon, United Kingdom",7
2040,"Thrall, Arthur",Male,born 1926,1926,,"Milwaukee, United States",,5
2299,"Thubron, Harry",Male,1915-1985,,,,,3
17408,"Thuring, Caragh",Female,born 1972,1972,,"Bruxelles, België",,1
2041,"Tibble, Geoffrey",Male,1909-1952,1909,,"Reading, United Kingdom",,6
11958,"Tickle, Matthew",Male,born 1964,1964,,"London, United Kingdom",,1
552,"Tillemans, Peter",Male,c.1684-1734,1684,1734,"Antwerpen, België","Suffolk, United Kingdom",3
10836,"Tillim, Guy",Male,born 1962,1962,,"Johannesburg, South Africa",,13
2747,"Tillmans, Wolfgang",Male,born 1968,1968,,"Remscheid, Deutschland",,63
2042,"Tillyer, William",Male,born 1938,1938,,"Middlesbrough, United Kingdom",,15
9777,"Tilson, Jake",Male,born 1958,1958,,"London, United Kingdom",,1
2043,"Tilson, Joe",Male,born 1928,1928,,"London, United Kingdom",,152
2044,"Tindle, David",Male,born 1932,1932,,"Huddersfield, United Kingdom",,3
2045,"Ting, Walasse",Male,born 1929,1929,,"Shanghai, Zhonghua",,1
2046,"Tinguely, Jean",Male,1925-1991,1925,1991,"Fribourg, Schweiz","Bern, Schweiz",3
8704,"Tiravanija, Rirkrit",Male,born 1961,1961,,"Buenos Aires, Argentina",,2
